cid,status,smiles,pLDDT,pTM,ipTM,ipTM_best,lig_iptm,confidence,confidence_best,affinity_log_kd_uM,affinity_kd_uM,affinity_pkd,affinity_prob_binder,elapsed_s,n_pdbs,n_models,pred_dir
FM001580_analog_0120,ok,CN1CCC(c2cccc(C(=O)O)c2OC(F)(F)F)CC1,0.8879,0.8981,0.7129,0.7129,0.7129,0.8529,0.8529,1.639,43.594,4.361,0.1996,82.2,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001580_analog_0120/boltz_results_FM001580_analog_0120/predictions/FM001580_analog_0120
FM001580_analog_0008,ok,O=C(O)c1c(Cl)cccc1OC(F)(F)F,0.9115,0.9119,0.7276,0.7276,0.7276,0.8748,0.8748,1.828,67.324,4.172,0.2117,80.9,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001580_analog_0008/boltz_results_FM001580_analog_0008/predictions/FM001580_analog_0008
FM001580_analog_0060,ok,O=C(O)c1cc(C2CCCCC2)ccc1OC(F)(F)F,0.8859,0.8887,0.7924,0.7924,0.7924,0.8672,0.8672,1.165,14.605,4.835,0.3277,81.7,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001580_analog_0060/boltz_results_FM001580_analog_0060/predictions/FM001580_analog_0060
FM001580_analog_0114,ok,O=C(O)c1cccc(-c2ccccn2)c1OC(F)(F)F,0.8799,0.9204,0.7583,0.7583,0.7583,0.8556,0.8556,2.033,107.791,3.967,0.357,83.6,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001580_analog_0114/boltz_results_FM001580_analog_0114/predictions/FM001580_analog_0114
FM001580_analog_0094,ok,O=C(O)c1cccc(C(=O)O)c1OC(F)(F)F,0.8843,0.9122,0.7225,0.7225,0.7225,0.8519,0.8519,1.633,42.964,4.367,0.3607,81.8,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001580_analog_0094/boltz_results_FM001580_analog_0094/predictions/FM001580_analog_0094
FM001580_analog_0013,ok,CS(=O)(=O)c1cccc(OC(F)(F)F)c1C(=O)O,0.909,0.9065,0.6989,0.7057,0.6989,0.867,0.867,1.892,78.031,4.108,0.2468,81.6,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001580_analog_0013/boltz_results_FM001580_analog_0013/predictions/FM001580_analog_0013
FM001580_analog_0098,ok,CS(=O)(=O)c1cccc(C(=O)O)c1OC(F)(F)F,0.9188,0.9022,0.667,0.6693,0.667,0.8685,0.8685,1.826,67.022,4.174,0.2219,82.6,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001580_analog_0098/boltz_results_FM001580_analog_0098/predictions/FM001580_analog_0098
FM001580_analog_0089,ok,O=C(O)c1ccc(C2CCNCC2)cc1OC(F)(F)F,0.9278,0.9253,0.8467,0.8467,0.8467,0.9116,0.9116,1.935,86.112,4.065,0.285,82.3,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001580_analog_0089/boltz_results_FM001580_analog_0089/predictions/FM001580_analog_0089
FM001580_analog_0090,ok,O=C(O)c1ccc(C2CCOCC2)cc1OC(F)(F)F,0.8731,0.9148,0.7972,0.7972,0.7972,0.8579,0.8579,1.531,33.967,4.469,0.287,82.4,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001580_analog_0090/boltz_results_FM001580_analog_0090/predictions/FM001580_analog_0090
FM001580_analog_0043,ok,NS(=O)(=O)c1ccc(OC(F)(F)F)c(C(=O)O)c1,0.8923,0.9252,0.7709,0.7709,0.7709,0.868,0.868,1.541,34.761,4.459,0.2337,82.2,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001580_analog_0043/boltz_results_FM001580_analog_0043/predictions/FM001580_analog_0043
FM001580_analog_0009,ok,O=C(O)c1cccc(OC(F)(F)F)c1C(=O)O,0.8965,0.9103,0.6284,0.6293,0.6284,0.8429,0.8429,1.86,72.417,4.14,0.2767,84.0,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001580_analog_0009/boltz_results_FM001580_analog_0009/predictions/FM001580_analog_0009
FM001580_analog_0045,ok,CN(C)Cc1ccc(OC(F)(F)F)c(C(=O)O)c1,0.9228,0.9058,0.8194,0.8194,0.8194,0.9022,0.9022,1.932,85.546,4.068,0.2598,79.0,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001580_analog_0045/boltz_results_FM001580_analog_0045/predictions/FM001580_analog_0045
FM001580_analog_0050,ok,O=C(O)c1cc(OCCO)ccc1OC(F)(F)F,0.8969,0.9144,0.7369,0.7369,0.7369,0.8649,0.8649,1.958,90.812,4.042,0.287,81.7,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001580_analog_0050/boltz_results_FM001580_analog_0050/predictions/FM001580_analog_0050
FM001580_analog_0049,ok,N#Cc1ccc(OC(F)(F)F)c(C(=O)O)c1,0.9106,0.9181,0.6555,0.6555,0.6555,0.8596,0.8596,1.702,50.319,4.298,0.2743,80.2,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001580_analog_0049/boltz_results_FM001580_analog_0049/predictions/FM001580_analog_0049
FM001580_analog_0055,ok,NCc1ccc(OC(F)(F)F)c(C(=O)O)c1,0.9203,0.9253,0.76,0.76,0.76,0.8882,0.8882,2.069,117.219,3.931,0.3436,79.6,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001580_analog_0055/boltz_results_FM001580_analog_0055/predictions/FM001580_analog_0055
FM001580_analog_0063,ok,CN1CCC(c2ccc(OC(F)(F)F)c(C(=O)O)c2)CC1,0.9102,0.9081,0.7966,0.7966,0.7966,0.8875,0.8875,1.702,50.328,4.298,0.2201,84.7,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001580_analog_0063/boltz_results_FM001580_analog_0063/predictions/FM001580_analog_0063
FM001580_analog_0020,ok,N#Cc1cccc(OC(F)(F)F)c1C(=O)O,0.9023,0.9205,0.7196,0.7196,0.7196,0.8657,0.8657,1.769,58.784,4.231,0.2921,83.0,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001580_analog_0020/boltz_results_FM001580_analog_0020/predictions/FM001580_analog_0020
FM001580_analog_0105,ok,N#Cc1cccc(C(=O)O)c1OC(F)(F)F,0.9039,0.8877,0.6258,0.6258,0.6258,0.8483,0.8483,1.457,28.614,4.543,0.3303,82.0,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001580_analog_0105/boltz_results_FM001580_analog_0105/predictions/FM001580_analog_0105
FM001580_analog_0040,ok,CCOc1ccc(OC(F)(F)F)c(C(=O)O)c1,0.9004,0.9092,0.7053,0.7053,0.7053,0.8614,0.8614,2.06,114.918,3.94,0.3212,82.3,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001580_analog_0040/boltz_results_FM001580_analog_0040/predictions/FM001580_analog_0040
FM001580_analog_0053,ok,CCCc1ccc(OC(F)(F)F)c(C(=O)O)c1,0.9143,0.9252,0.7836,0.7836,0.7836,0.8881,0.8881,1.807,64.073,4.193,0.2893,82.3,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001580_analog_0053/boltz_results_FM001580_analog_0053/predictions/FM001580_analog_0053
FM001580_analog_0028,ok,O=C(O)c1c(OC(F)(F)F)cccc1-c1ccncc1,0.8945,0.9236,0.7956,0.7956,0.7956,0.8747,0.8747,1.724,52.923,4.276,0.4651,82.7,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001580_analog_0028/boltz_results_FM001580_analog_0028/predictions/FM001580_analog_0028
FM001580_analog_0113,ok,O=C(O)c1cccc(-c2ccncc2)c1OC(F)(F)F,0.8752,0.9084,0.7102,0.7102,0.7102,0.8422,0.8422,1.974,94.112,4.026,0.3139,82.5,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001580_analog_0113/boltz_results_FM001580_analog_0113/predictions/FM001580_analog_0113
FM001580_analog_0051,ok,O=C(O)c1cc(CO)ccc1OC(F)(F)F,0.8989,0.898,0.7057,0.7057,0.7057,0.8603,0.8603,1.883,76.455,4.117,0.3459,81.0,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001580_analog_0051/boltz_results_FM001580_analog_0051/predictions/FM001580_analog_0051
FM001580_analog_0073,ok,CN(C)Cc1ccc(C(=O)O)c(OC(F)(F)F)c1,0.932,0.9189,0.7786,0.7786,0.7786,0.9014,0.9014,1.66,45.725,4.34,0.283,83.6,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001580_analog_0073/boltz_results_FM001580_analog_0073/predictions/FM001580_analog_0073
FM001580_analog_0017,ok,Cc1cccc(OC(F)(F)F)c1C(=O)O,0.9248,0.9162,0.6912,0.6912,0.6912,0.878,0.878,2.05,112.252,3.95,0.2255,81.4,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001580_analog_0017/boltz_results_FM001580_analog_0017/predictions/FM001580_analog_0017
FM001580_analog_0102,ok,Cc1cccc(C(=O)O)c1OC(F)(F)F,0.9049,0.9063,0.6506,0.6506,0.6506,0.854,0.854,2.229,169.424,3.771,0.2314,81.5,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001580_analog_0102/boltz_results_FM001580_analog_0102/predictions/FM001580_analog_0102
FM001580_analog_0006,ok,CCOc1ccccc1C(=O)O,0.915,0.9099,0.7683,0.7683,0.7683,0.8857,0.8857,1.668,46.547,4.332,0.2049,83.1,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001580_analog_0006/boltz_results_FM001580_analog_0006/predictions/FM001580_analog_0006
FM001580_analog_0052,ok,CCc1ccc(OC(F)(F)F)c(C(=O)O)c1,0.9052,0.9148,0.7363,0.7363,0.7363,0.8714,0.8714,2.048,111.708,3.952,0.2947,82.1,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001580_analog_0052/boltz_results_FM001580_analog_0052/predictions/FM001580_analog_0052
FM001580_analog_0054,ok,CC(C)c1ccc(OC(F)(F)F)c(C(=O)O)c1,0.9107,0.9243,0.799,0.799,0.799,0.8884,0.8884,1.854,71.4,4.146,0.2686,82.6,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001580_analog_0054/boltz_results_FM001580_analog_0054/predictions/FM001580_analog_0054
FM001580_analog_0081,ok,CCCc1ccc(C(=O)O)c(OC(F)(F)F)c1,0.9051,0.9149,0.7771,0.7771,0.7771,0.8795,0.8795,1.439,27.477,4.561,0.2557,81.3,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001580_analog_0081/boltz_results_FM001580_analog_0081/predictions/FM001580_analog_0081
FM001580_analog_0037,ok,O=C(O)c1cc(Cl)ccc1OC(F)(F)F,0.9186,0.9084,0.7424,0.7424,0.7424,0.8834,0.8834,1.796,62.518,4.204,0.198,84.7,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001580_analog_0037/boltz_results_FM001580_analog_0037/predictions/FM001580_analog_0037
FM001580_analog_0041,ok,O=C(O)c1cc(C(F)(F)F)ccc1OC(F)(F)F,0.9155,0.9101,0.7719,0.7719,0.7719,0.8868,0.8868,1.561,36.358,4.439,0.2081,82.0,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001580_analog_0041/boltz_results_FM001580_analog_0041/predictions/FM001580_analog_0041
FM001580_analog_0088,ok,O=C(O)c1ccc(C2CCCCC2)cc1OC(F)(F)F,0.8731,0.9001,0.7938,0.7938,0.7938,0.8572,0.8572,1.655,45.201,4.345,0.313,83.0,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001580_analog_0088/boltz_results_FM001580_analog_0088/predictions/FM001580_analog_0088
FM001580_analog_0071,ok,NS(=O)(=O)c1ccc(C(=O)O)c(OC(F)(F)F)c1,0.9032,0.9067,0.754,0.754,0.754,0.8734,0.8734,1.201,15.875,4.799,0.3159,82.7,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001580_analog_0071/boltz_results_FM001580_analog_0071/predictions/FM001580_analog_0071
FM001580_analog_0036,ok,O=C(O)c1cc(F)ccc1OC(F)(F)F,0.908,0.9343,0.747,0.747,0.747,0.8758,0.8758,1.807,64.19,4.193,0.1805,86.7,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001580_analog_0036/boltz_results_FM001580_analog_0036/predictions/FM001580_analog_0036
FM001580_analog_0082,ok,CC(C)c1ccc(C(=O)O)c(OC(F)(F)F)c1,0.8892,0.9146,0.7695,0.7695,0.7695,0.8653,0.8653,1.615,41.183,4.385,0.244,81.6,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001580_analog_0082/boltz_results_FM001580_analog_0082/predictions/FM001580_analog_0082
FM001580_analog_0083,ok,NCc1ccc(C(=O)O)c(OC(F)(F)F)c1,0.8925,0.9171,0.6972,0.6972,0.6972,0.8535,0.8535,1.949,88.959,4.051,0.3408,82.0,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001580_analog_0083/boltz_results_FM001580_analog_0083/predictions/FM001580_analog_0083
FM001580_analog_0079,ok,O=C(O)c1ccc(CO)cc1OC(F)(F)F,0.9038,0.9149,0.7181,0.7181,0.7181,0.8666,0.8666,1.696,49.702,4.304,0.3331,81.7,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001580_analog_0079/boltz_results_FM001580_analog_0079/predictions/FM001580_analog_0079
FM001580_analog_0078,ok,O=C(O)c1ccc(OCCO)cc1OC(F)(F)F,0.8936,0.9227,0.7036,0.7036,0.7036,0.8556,0.8556,1.889,77.378,4.111,0.2783,81.5,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001580_analog_0078/boltz_results_FM001580_analog_0078/predictions/FM001580_analog_0078
FM001580_analog_0084,ok,CN(C)c1ccc(C(=O)O)c(OC(F)(F)F)c1,0.8832,0.9024,0.6333,0.6333,0.6333,0.8332,0.8332,1.657,45.4,4.343,0.3335,79.9,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001580_analog_0084/boltz_results_FM001580_analog_0084/predictions/FM001580_analog_0084
FM001580_analog_0077,ok,N#Cc1ccc(C(=O)O)c(OC(F)(F)F)c1,0.9198,0.9168,0.6949,0.6949,0.6949,0.8748,0.8748,1.138,13.756,4.862,0.3482,81.7,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001580_analog_0077/boltz_results_FM001580_analog_0077/predictions/FM001580_analog_0077
FM001580_analog_0080,ok,CCc1ccc(C(=O)O)c(OC(F)(F)F)c1,0.8937,0.921,0.7889,0.7889,0.7889,0.8727,0.8727,1.92,83.22,4.08,0.2463,82.3,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001580_analog_0080/boltz_results_FM001580_analog_0080/predictions/FM001580_analog_0080
FM001580_analog_0048,ok,CNC(=O)c1ccc(OC(F)(F)F)c(C(=O)O)c1,0.9064,0.9249,0.679,0.679,0.679,0.8609,0.8609,1.97,93.374,4.03,0.2617,81.8,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001580_analog_0048/boltz_results_FM001580_analog_0048/predictions/FM001580_analog_0048
FM001580_analog_0068,ok,CCOc1ccc(C(=O)O)c(OC(F)(F)F)c1,0.8868,0.9184,0.7675,0.7675,0.7675,0.8629,0.8629,1.72,52.473,4.28,0.2654,82.5,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001580_analog_0068/boltz_results_FM001580_analog_0068/predictions/FM001580_analog_0068
FM001580_analog_0044,ok,NC(=O)c1ccc(OC(F)(F)F)c(C(=O)O)c1,0.8917,0.9105,0.7281,0.7281,0.7281,0.859,0.859,1.818,65.827,4.182,0.3217,83.6,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001580_analog_0044/boltz_results_FM001580_analog_0044/predictions/FM001580_analog_0044
FM001580_analog_0076,ok,CNC(=O)c1ccc(C(=O)O)c(OC(F)(F)F)c1,0.898,0.9207,0.7185,0.7185,0.7185,0.8621,0.8621,1.724,53.027,4.276,0.2771,81.0,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001580_analog_0076/boltz_results_FM001580_analog_0076/predictions/FM001580_analog_0076
FM001580_analog_0058,ok,O=C(O)c1cc(-c2ccoc2)ccc1OC(F)(F)F,0.8786,0.9014,0.7558,0.7558,0.7558,0.854,0.854,1.37,23.459,4.63,0.4034,82.5,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001580_analog_0058/boltz_results_FM001580_analog_0058/predictions/FM001580_analog_0058
FM001580_analog_0059,ok,O=C(O)c1cc(-c2ccsc2)ccc1OC(F)(F)F,0.8845,0.9099,0.7198,0.7484,0.7198,0.8516,0.8516,1.232,17.057,4.768,0.4055,82.9,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001580_analog_0059/boltz_results_FM001580_analog_0059/predictions/FM001580_analog_0059
FM001580_analog_0065,ok,O=C(O)c1ccc(Cl)cc1OC(F)(F)F,0.9307,0.9111,0.7777,0.7777,0.7777,0.9001,0.9001,1.594,39.237,4.406,0.1886,82.5,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001580_analog_0065/boltz_results_FM001580_analog_0065/predictions/FM001580_analog_0065
FM001580_analog_0069,ok,O=C(O)c1ccc(C(F)(F)F)cc1OC(F)(F)F,0.9135,0.9114,0.7762,0.7762,0.7762,0.8861,0.8861,1.619,41.551,4.381,0.2998,83.4,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001580_analog_0069/boltz_results_FM001580_analog_0069/predictions/FM001580_analog_0069
FM001580_analog_0042,ok,CS(=O)(=O)c1ccc(OC(F)(F)F)c(C(=O)O)c1,0.9052,0.9054,0.679,0.679,0.679,0.86,0.86,1.79,61.63,4.21,0.2331,83.6,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001580_analog_0042/boltz_results_FM001580_analog_0042/predictions/FM001580_analog_0042
FM001580_analog_0091,ok,CN1CCC(c2ccc(C(=O)O)c(OC(F)(F)F)c2)CC1,0.9324,0.9245,0.8414,0.8445,0.8414,0.9142,0.9142,1.783,60.676,4.217,0.2143,82.4,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001580_analog_0091/boltz_results_FM001580_analog_0091/predictions/FM001580_analog_0091
FM001580_analog_0046,ok,Cc1ccc(OC(F)(F)F)c(C(=O)O)c1,0.922,0.9178,0.6168,0.6391,0.6168,0.861,0.861,1.875,75.065,4.125,0.2707,82.2,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001580_analog_0046/boltz_results_FM001580_analog_0046/predictions/FM001580_analog_0046
FM001580_analog_0047,ok,Nc1ccc(OC(F)(F)F)c(C(=O)O)c1,0.9081,0.9095,0.6461,0.6461,0.6461,0.8557,0.8557,1.7,50.092,4.3,0.3544,82.7,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001580_analog_0047/boltz_results_FM001580_analog_0047/predictions/FM001580_analog_0047
FM001580_analog_0064,ok,O=C(O)c1ccc(F)cc1OC(F)(F)F,0.9015,0.9292,0.7685,0.7685,0.7685,0.8749,0.8749,1.685,48.446,4.315,0.1778,82.7,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001580_analog_0064/boltz_results_FM001580_analog_0064/predictions/FM001580_analog_0064
FM001580_analog_0039,ok,COc1ccc(OC(F)(F)F)c(C(=O)O)c1,0.906,0.9104,0.7745,0.7745,0.7745,0.8797,0.8797,1.778,60.014,4.222,0.3358,81.6,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001580_analog_0039/boltz_results_FM001580_analog_0039/predictions/FM001580_analog_0039
FM001580_analog_0072,ok,NC(=O)c1ccc(C(=O)O)c(OC(F)(F)F)c1,0.8911,0.9093,0.7039,0.7039,0.7039,0.8537,0.8537,1.385,24.267,4.615,0.341,82.8,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001580_analog_0072/boltz_results_FM001580_analog_0072/predictions/FM001580_analog_0072
FM001580_analog_0057,ok,O=C(O)c1cc(-c2ccccn2)ccc1OC(F)(F)F,0.873,0.9116,0.8055,0.8055,0.8055,0.8595,0.8595,1.708,51.021,4.292,0.4325,81.7,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001580_analog_0057/boltz_results_FM001580_analog_0057/predictions/FM001580_analog_0057
FM001580_analog_0086,ok,O=C(O)c1ccc(-c2ccoc2)cc1OC(F)(F)F,0.8821,0.9049,0.801,0.801,0.801,0.8659,0.8659,1.273,18.749,4.727,0.4485,81.5,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001580_analog_0086/boltz_results_FM001580_analog_0086/predictions/FM001580_analog_0086
FM001580_analog_0087,ok,O=C(O)c1ccc(-c2ccsc2)cc1OC(F)(F)F,0.8826,0.912,0.8446,0.8446,0.8446,0.875,0.875,1.201,15.873,4.799,0.5128,81.9,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001580_analog_0087/boltz_results_FM001580_analog_0087/predictions/FM001580_analog_0087
FM001580_analog_0085,ok,O=C(O)c1ccc(-c2ccccn2)cc1OC(F)(F)F,0.8761,0.9155,0.7763,0.7763,0.7763,0.8562,0.8562,1.745,55.624,4.255,0.3159,80.4,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001580_analog_0085/boltz_results_FM001580_analog_0085/predictions/FM001580_analog_0085
FM001580_analog_0038,ok,O=C(O)c1ccc(OC(F)(F)F)c(C(=O)O)c1,0.89,0.8994,0.7242,0.7242,0.7242,0.8569,0.8569,1.691,49.048,4.309,0.2642,80.3,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001580_analog_0038/boltz_results_FM001580_analog_0038/predictions/FM001580_analog_0038
FM001580_analog_0070,ok,CS(=O)(=O)c1ccc(C(=O)O)c(OC(F)(F)F)c1,0.9291,0.9309,0.7984,0.7984,0.7984,0.9029,0.9029,1.54,34.667,4.46,0.2275,78.9,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001580_analog_0070/boltz_results_FM001580_analog_0070/predictions/FM001580_analog_0070
FM001580_analog_0066,ok,O=C(O)c1ccc(C(=O)O)c(OC(F)(F)F)c1,0.8763,0.8953,0.6849,0.6849,0.6849,0.838,0.838,1.336,21.653,4.664,0.2825,79.5,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001580_analog_0066/boltz_results_FM001580_analog_0066/predictions/FM001580_analog_0066
FM001580_analog_0074,ok,Cc1ccc(C(=O)O)c(OC(F)(F)F)c1,0.9134,0.9175,0.6979,0.6979,0.6979,0.8703,0.8703,1.865,73.311,4.135,0.2861,80.5,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001580_analog_0074/boltz_results_FM001580_analog_0074/predictions/FM001580_analog_0074
FM001580_analog_0075,ok,Nc1ccc(C(=O)O)c(OC(F)(F)F)c1,0.9035,0.9153,0.6539,0.6539,0.6539,0.8535,0.8535,1.235,17.167,4.765,0.4388,79.7,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001580_analog_0075/boltz_results_FM001580_analog_0075/predictions/FM001580_analog_0075
FM001580_analog_0067,ok,COc1ccc(C(=O)O)c(OC(F)(F)F)c1,0.907,0.9199,0.7254,0.7254,0.7254,0.8707,0.8707,1.815,65.295,4.185,0.306,82.1,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001580_analog_0067/boltz_results_FM001580_analog_0067/predictions/FM001580_analog_0067
FM001580_analog_0056,ok,O=C(O)c1cc(-c2ccncc2)ccc1OC(F)(F)F,0.865,0.8938,0.7128,0.7128,0.7128,0.8345,0.8345,1.676,47.404,4.324,0.3902,80.8,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001580_analog_0056/boltz_results_FM001580_analog_0056/predictions/FM001580_analog_0056
FM001452_analog_0092,ok,Nc1ccc(C2CCOCC2)c(OCc2ccccc2)c1,0.8868,0.9098,0.83,0.83,0.83,0.8755,0.8755,1.195,15.651,4.805,0.2285,81.6,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0092/boltz_results_FM001452_analog_0092/predictions/FM001452_analog_0092
FM001452_analog_0088,ok,Nc1ccc(-c2ccoc2)c(OCc2ccccc2)c1,0.8785,0.9115,0.822,0.822,0.822,0.8672,0.8672,1.487,30.694,4.513,0.5726,81.7,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0088/boltz_results_FM001452_analog_0088/predictions/FM001452_analog_0088
FM001452_analog_0089,ok,Nc1ccc(-c2ccsc2)c(OCc2ccccc2)c1,0.8852,0.9155,0.7697,0.7697,0.7697,0.8621,0.8621,1.627,42.353,4.373,0.4829,81.2,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0089/boltz_results_FM001452_analog_0089/predictions/FM001452_analog_0089
FM001452_analog_0093,ok,CN1CCC(c2ccc(N)cc2OCc2ccccc2)CC1,0.8902,0.9068,0.7945,0.7945,0.7945,0.8711,0.8711,0.444,2.78,5.556,0.1915,82.8,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0093/boltz_results_FM001452_analog_0093/predictions/FM001452_analog_0093
FM001452_analog_0090,ok,Nc1ccc(C2CCCCC2)c(OCc2ccccc2)c1,0.8815,0.9033,0.7252,0.7296,0.7252,0.8502,0.8502,1.147,14.039,4.853,0.4267,81.6,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0090/boltz_results_FM001452_analog_0090/predictions/FM001452_analog_0090
FM001452_analog_0122,ok,CN1CCC(c2ccccc2COc2cccc(N)c2)CC1,0.872,0.8993,0.7364,0.7364,0.7364,0.8449,0.8449,0.803,6.358,5.197,0.1892,85.8,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0122/boltz_results_FM001452_analog_0122/predictions/FM001452_analog_0122
FM001452_analog_0086,ok,Nc1ccc(-c2ccncc2)c(OCc2ccccc2)c1,0.8856,0.9191,0.8152,0.8152,0.8152,0.8715,0.8715,1.281,19.118,4.719,0.4288,82.7,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0086/boltz_results_FM001452_analog_0086/predictions/FM001452_analog_0086
FM001452_analog_0087,ok,Nc1ccc(-c2ccccn2)c(OCc2ccccc2)c1,0.8942,0.9272,0.8975,0.8975,0.8975,0.8949,0.8949,1.162,14.518,4.838,0.3835,82.4,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0087/boltz_results_FM001452_analog_0087/predictions/FM001452_analog_0087
FM001452_analog_0065,ok,CN1CCC(c2cc(N)cc(OCc3ccccc3)c2)CC1,0.8842,0.9034,0.7757,0.7757,0.7757,0.8625,0.8625,1.218,16.537,4.782,0.2559,90.0,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0065/boltz_results_FM001452_analog_0065/predictions/FM001452_analog_0065
